-35.95,167.6,-914.37,1.7912
-39.554,163.64,-914.99,1.8115
-39.554,163.64,-914.99,1.8115
-35.95,167.6,-914.37,1.7912
-36.932,166.8,-914.47,1.796
-39.193,164.27,-914.89,1.8103
-39.193,164.27,-914.89,1.8103
-36.932,166.8,-914.47,1.796
-48.837,149.76,-917.43,1.8837
-48.837,149.76,-917.43,1.8837
-34.442,169.64,-914.01,1.7809
-34.66,169.54,-914.02,1.7827
-57.27,138.79,-919.38,1.9378
-34.87,169.45,-914.03,1.7845
-73.326,117.14,-923.15,2.0482
-42.089,159.35,-915.8,1.8335
-63.884,135.63,-919.51,1.9455
-42.089,159.35,-915.8,1.8335
-73.326,117.14,-923.15,2.0482
-91.743,101.96,-925.09,2.1104
-50.58,149.31,-917.4,1.8824
-59.009,139.51,-919.08,1.936
-50.58,149.31,-917.4,1.8824
-91.743,101.96,-925.09,2.1104
-83.04,110.94,-923.81,2.0782
-60.296,137.25,-919.38,1.9429
-60.296,137.25,-919.38,1.9429
-83.04,110.94,-923.81,2.0782
-35.977,167.59,-914.37,1.7915
-35.977,167.59,-914.37,1.7915
-37.403,166.14,-914.58,1.7995
-37.403,166.14,-914.58,1.7995
-39.71,163.17,-915.09,1.8158
-39.71,163.17,-915.09,1.8158
-322.08,-218.53,-981.6,3.7588
-35.237,168.61,-914.19,1.7864
-35.237,168.61,-914.19,1.7864
-393.1,-244.93,-981,3.773
-35.237,168.61,-914.19,1.7864
-35.613,168.47,-914.19,1.7881
-35.613,168.47,-914.19,1.7881
-313.29,-172.61,-971.61,3.5201
-35.613,168.47,-914.19,1.7881
-35.602,168.57,-914.18,1.7892
-35.602,168.57,-914.18,1.7892
-35.602,168.57,-914.18,1.7892
-39.738,162.47,-915.26,1.8172
-48.26,151.99,-916.98,1.8694
-54.498,145.13,-918.04,1.903
-35.986,167.59,-914.37,1.7915
-35.986,167.59,-914.37,1.7915
-35.986,167.59,-914.37,1.7915
-36.524,167.42,-914.36,1.7931
-36.524,167.42,-914.36,1.7931
-36.524,167.42,-914.36,1.7931
-36.288,167.72,-914.32,1.7935
-36.288,167.72,-914.32,1.7935
-36.288,167.72,-914.32,1.7935
-54.294,142.88,-918.67,1.9174
-62.471,136.66,-919.39,1.942
-59.306,139.58,-919.02,1.9344
-73.366,117.14,-923.15,2.0486
-73.366,117.14,-923.15,2.0486
-82.299,114.71,-922.87,2.0459
-82.299,114.71,-922.87,2.0459
-72.096,123.45,-921.8,2.0187
-72.096,123.45,-921.8,2.0187
-45.149,155.23,-916.52,1.8546
-48.125,151.14,-917.23,1.8749
-45.149,155.23,-916.52,1.8546
-49.853,151.46,-916.97,1.8704
-63.592,133.72,-920.01,1.9591
-49.853,151.46,-916.97,1.8704
-47.731,153.98,-916.59,1.8618
-63.403,135.36,-919.65,1.9524
-47.731,153.98,-916.59,1.8618
-42.089,159.35,-915.8,1.8335
-48.751,152.24,-916.9,1.8677
-48.015,153.87,-916.59,1.8614
-61.124,133.63,-920.28,1.9643
-93.522,96.472,-926.26,2.1436
-92.153,101.51,-925.21,2.119
-38.239,164.5,-914.91,1.807
-81.712,105.83,-925.12,2.1059
-45.549,155.38,-916.42,1.8529
-81.712,105.83,-925.12,2.1059
-97.895,95.584,-926.05,2.1394
-50.132,150.76,-917.1,1.8753
-97.895,95.584,-926.05,2.1394
-89.179,102.4,-925.3,2.1228
-89.179,102.4,-925.3,2.1228
-79.42,108.9,-924.59,2.0901
-79.42,108.9,-924.59,2.0901
-91.502,103.76,-924.66,2.0986
-91.502,103.76,-924.66,2.0986
-79.819,114.03,-923.38,2.0656
-79.819,114.03,-923.38,2.0656
-35.223,168.62,-914.19,1.7863
-35.223,168.62,-914.19,1.7863
-36.93,166.56,-914.53,1.7977
-36.93,166.56,-914.53,1.7977
-38.293,165.28,-914.71,1.8048
-38.293,165.28,-914.71,1.8048
-38.167,164.55,-914.9,1.8064
-59.04,137.49,-919.54,1.9439
-63.242,136.24,-919.43,1.9448
-38.257,164.51,-914.9,1.8071
-42.138,160.26,-915.57,1.8284
-44.333,156.27,-916.34,1.8488
-42.483,160.35,-915.52,1.8292
-44.333,156.27,-916.34,1.8488
-48.629,153.04,-916.72,1.8624
-48.629,153.04,-916.72,1.8624
-57.051,140.05,-919.05,1.9324
-57.051,140.05,-919.05,1.9324
-74.905,115.06,-923.51,2.0592
-85.052,111.29,-923.43,2.0626
-122.88,50.241,-934.8,2.3889
-74.278,121,-922.19,2.0305
-193.53,-23.691,-946.07,2.7294
-179.18,-3.0473,-942.57,2.64
-69.56,122.28,-922.26,2.0224
-69.56,122.28,-922.26,2.0224
-69.56,122.28,-922.26,2.0224
-79.776,117.07,-922.52,2.0354
-79.776,117.07,-922.52,2.0354
-79.776,117.07,-922.52,2.0354
-72.233,123.4,-921.77,2.0176
-72.233,123.4,-921.77,2.0176
-72.233,123.4,-921.77,2.0176
-61.887,132.6,-920.46,1.9696
-61.887,132.6,-920.46,1.9696
-94.291,94.698,-926.55,2.1517
-94.291,94.698,-926.55,2.1517
-97.262,95.151,-926.18,2.1476
-97.262,95.151,-926.18,2.1476
-64.194,129.49,-921,1.9855
-64.194,129.49,-921,1.9855
-45.858,154.22,-916.7,1.8594
-73.472,124.37,-921.35,2.0003
-73.472,124.37,-921.35,2.0003
-53.846,146.42,-917.84,1.8956
-65.563,131.9,-920.34,1.9745
-65.563,131.9,-920.34,1.9745
-51.824,149.08,-917.42,1.886
-126.03,46.073,-935.52,2.4108
-152,33.153,-936.11,2.4391
-109.96,67.715,-931.76,2.3001
-127.18,56.542,-932.98,2.356
-130.18,58.944,-931.92,2.3143
-110.88,75.791,-929.81,2.2595
-50.48,148.02,-917.77,1.8912
-54.102,147.23,-917.62,1.8898
-66.536,126.36,-921.55,2.0016
-49.594,151.31,-917.09,1.8771
-66.536,126.36,-921.55,2.0016
-76.554,120.64,-921.96,2.0184
-76.554,120.64,-921.96,2.0184
-69.179,127.43,-921.07,1.9967
-69.179,127.43,-921.07,1.9967
-41.286,160.39,-915.62,1.8279
-41.286,160.39,-915.62,1.8279
-46.462,155.23,-916.39,1.8526
-46.462,155.23,-916.39,1.8526
-47.238,154.19,-916.58,1.8604
-47.238,154.19,-916.58,1.8604
-135.19,33.684,-937.68,2.4737
-157.28,28.578,-936.75,2.4586
-35.098,168.67,-914.18,1.7852
-127.97,54.724,-933.4,2.3688
-35.098,168.68,-914.18,1.7852
-91.935,92.335,-927.45,2.1751
-91.935,92.335,-927.45,2.1751
-112.81,77.168,-929.08,2.2297
-112.81,77.168,-929.08,2.2297
-101.85,87.935,-927.61,2.1934
-101.85,87.935,-927.61,2.1934
-64.992,128.45,-921.18,1.991
-64.992,128.45,-921.18,1.991
-56.592,139.77,-919.21,1.9332
-72.14,126.39,-920.98,1.99
-72.14,126.39,-920.98,1.99
-65.384,133.2,-919.95,1.9585
-63.523,134.22,-919.97,1.964
-63.523,134.22,-919.97,1.964
