0.92927,1.2069,13.343,14.193,-5.6026,34.886,168.25,-914.3
0.28116,1.0882,13.737,14.026,1.0841,38.514,164.31,-914.93
0.28116,1.0882,13.737,14.026,1.0841,38.514,164.31,-914.93
0.92927,1.2069,13.343,14.193,-5.6026,34.886,168.25,-914.3
0.30887,1.2273,13.5,15.714,-0.86814,35.872,167.45,-914.41
-0.35282,1.4043,13.848,14.876,2.298,38.147,164.93,-914.83
-0.35282,1.4043,13.848,14.876,2.298,38.147,164.93,-914.83
0.30887,1.2273,13.5,15.714,-0.86814,35.872,167.45,-914.41
-0.45998,-0.98357,15.671,-9.3054,-24.691,47.885,150.48,-917.38
-0.45998,-0.98357,15.671,-9.3054,-24.691,47.885,150.48,-917.38
0.9137,1.3082,13.153,16.727,-3.9042,33.365,170.28,-913.95
0.28704,1.4176,13.306,17.113,-2.5964,33.582,170.18,-913.96
0.94984,-0.15052,16.14,-21.402,-29.156,56.39,139.55,-919.33
-0.33818,1.53,13.46,17.474,-1.3465,33.791,170.08,-913.97
0.79061,-1.1365,18.285,-48.006,-46.474,72.583,117.98,-923.11
0.79342,0.84385,14.176,4.1092,-12.043,41.077,160.03,-915.74
0.47019,-0.14691,15.417,7.9505,36.366,63.026,136.44,-919.46
0.79342,0.84385,14.176,4.1092,-12.043,41.077,160.03,-915.74
0.79061,-1.1365,18.285,-48.006,-46.474,72.583,117.98,-923.11
0.37338,-1.667,17.914,-10.521,56.075,91.101,102.93,-925.05
0.14173,-0.39598,15.102,0.74632,-2.7297,49.633,150.04,-917.35
-0.30156,1.2389,15.939,-4.5691,5.8868,58.119,140.27,-919.03
0.14173,-0.39598,15.102,0.74632,-2.7297,49.633,150.04,-917.35
0.37338,-1.667,17.914,-10.521,56.075,91.101,102.93,-925.05
-0.43012,0.97696,18.039,-18.095,28.241,82.331,111.84,-923.77
-0.56232,-1.6615,16.372,-7.1074,0.87504,59.425,138.03,-919.33
-0.56232,-1.6615,16.372,-7.1074,0.87504,59.425,138.03,-919.33
-0.43012,0.97696,18.039,-18.095,28.241,82.331,111.84,-923.77
0.85109,1.2208,13.362,14.239,-5.444,34.912,168.24,-914.3
0.85109,1.2208,13.362,14.239,-5.444,34.912,168.24,-914.3
0.22553,1.1514,13.595,14.811,-1.6378,36.346,166.8,-914.52
0.22553,1.1514,13.595,14.811,-1.6378,36.346,166.8,-914.52
-0.42477,0.91558,14.069,11.725,-2.841,38.671,163.84,-915.02
-0.42477,0.91558,14.069,11.725,-2.841,38.671,163.84,-915.02
-0.7134,-16.642,51.241,-461.3,-317.08,323.47,-216.36,-981.67
0.8037,1.2783,13.276,15.534,-4.5057,34.166,169.25,-914.13
0.8037,1.2783,13.276,15.534,-4.5057,34.166,169.25,-914.13
0.4794,-18.524,39.414,-85.061,493.02,394.71,-242.12,-981.07
0.8037,1.2783,13.276,15.534,-4.5057,34.166,169.25,-914.13
0.18326,1.3889,13.394,16.954,-1.0397,34.541,169.12,-914.13
0.18326,1.3889,13.394,16.954,-1.0397,34.541,169.12,-914.13
-1.8205,0.72639,41.736,-218.13,118.31,314.36,-170.53,-971.66
0.18326,1.3889,13.394,16.954,-1.0397,34.541,169.12,-914.13
-0.44689,1.5513,13.555,16.917,-0.8828,34.528,169.21,-914.11
-0.44689,1.5513,13.555,16.917,-0.8828,34.528,169.21,-914.11
-0.44689,1.5513,13.555,16.917,-0.8828,34.528,169.21,-914.11
0.98767,0.95443,13.829,7.8063,-9.9184,38.706,163.14,-915.2
0.3306,-0.067456,14.866,1.2746,-5.9857,47.296,152.71,-916.92
