-0.79726,-1.1541,-13.791,-14.44,5.6872,-35.95,167.6,-914.37,1.7912
-0.13994,-1.0338,-14.185,-14.268,-1.0005,-39.554,163.64,-914.99,1.8115
-0.13994,-1.0338,-14.185,-14.268,-1.0005,-39.554,163.64,-914.99,1.8115
-0.79726,-1.1541,-13.791,-14.44,5.6872,-35.95,167.6,-914.37,1.7912
-0.16611,-1.1722,-13.957,-15.96,0.95223,-36.932,166.8,-914.47,1.796
0.50949,-1.3463,-14.31,-15.12,-2.2139,-39.193,164.27,-914.89,1.8103
0.50949,-1.3463,-14.31,-15.12,-2.2139,-39.193,164.27,-914.89,1.8103
-0.16611,-1.1722,-13.957,-15.96,0.95223,-36.932,166.8,-914.47,1.796
0.59715,1.0348,-16.066,9.0721,24.778,-48.837,149.76,-917.43,1.8837
0.59715,1.0348,-16.066,9.0721,24.778,-48.837,149.76,-917.43,1.8837
-0.78003,-1.2548,-13.609,-16.976,3.9885,-34.442,169.64,-914.01,1.7809
-0.1417,-1.3617,-13.772,-17.363,2.6809,-34.66,169.54,-914.02,1.7827
-0.83695,0.19583,-16.485,21.182,29.243,-57.27,138.79,-919.38,1.9378
0.49524,-1.4715,-13.935,-17.725,1.4313,-34.87,169.45,-914.03,1.7845
-0.68881,1.1768,-18.555,47.806,46.564,-73.326,117.14,-923.15,2.0482
-0.66422,-0.79259,-14.597,-4.3488,12.128,-42.089,159.35,-915.8,1.8335
-0.35038,0.19377,-15.783,-8.1454,-36.29,-63.884,135.63,-919.51,1.9455
-0.66422,-0.79259,-14.597,-4.3488,12.128,-42.089,159.35,-915.8,1.8335
-0.68881,1.1768,-18.555,47.806,46.564,-73.326,117.14,-923.15,2.0482
-0.27372,1.7058,-18.179,10.374,-56.004,-91.743,101.96,-925.09,2.1104
-0.012676,0.4458,-15.498,-0.97092,2.813,-50.58,149.31,-917.4,1.8824
0.46067,-1.1822,-16.339,4.3537,-5.8036,-59.009,139.51,-919.08,1.936
-0.012676,0.4458,-15.498,-0.97092,2.813,-50.58,149.31,-917.4,1.8824
-0.27372,1.7058,-18.179,10.374,-56.004,-91.743,101.96,-925.09,2.1104
0.59019,-0.92231,-18.372,17.919,-28.162,-83.04,110.94,-923.81,2.0782
0.69638,1.711,-16.74,6.8975,-0.79286,-60.296,137.25,-919.38,1.9429
0.69638,1.711,-16.74,6.8975,-0.79286,-60.296,137.25,-919.38,1.9429
0.59019,-0.92231,-18.372,17.919,-28.162,-83.04,110.94,-923.81,2.0782
-0.71762,-1.1676,-13.812,-14.487,5.5286,-35.977,167.59,-914.37,1.7915
-0.71762,-1.1676,-13.812,-14.487,5.5286,-35.977,167.59,-914.37,1.7915
-0.082023,-1.0962,-14.05,-15.056,1.722,-37.403,166.14,-914.58,1.7995
-0.082023,-1.0962,-14.05,-15.056,1.722,-37.403,166.14,-914.58,1.7995
0.57818,-0.85866,-14.523,-11.968,2.9256,-39.71,163.17,-915.09,1.8158
0.57818,-0.85866,-14.523,-11.968,2.9256,-39.71,163.17,-915.09,1.8158
0.6249,16.601,-50.337,461.41,317.2,-322.08,-218.53,-981.6,3.7588
-0.66867,-1.2246,-13.73,-15.783,4.5902,-35.237,168.61,-914.19,1.7864
-0.66867,-1.2246,-13.73,-15.783,4.5902,-35.237,168.61,-914.19,1.7864
-0.61562,18.475,-38.701,85.488,-493.04,-393.1,-244.93,-981,3.773
-0.66867,-1.2246,-13.73,-15.783,4.5902,-35.237,168.61,-914.19,1.7864
-0.036655,-1.3328,-13.858,-17.202,1.124,-35.613,168.47,-914.19,1.7881
-0.036655,-1.3328,-13.858,-17.202,1.124,-35.613,168.47,-914.19,1.7881
2.0679,-0.67224,-41.425,218.29,-118.25,-313.29,-172.61,-971.61,3.5201
-0.036655,-1.3328,-13.858,-17.202,1.124,-35.613,168.47,-914.19,1.7881
0.60618,-1.4924,-14.03,-17.167,0.96757,-35.602,168.57,-914.18,1.7892
0.60618,-1.4924,-14.03,-17.167,0.96757,-35.602,168.57,-914.18,1.7892
0.60618,-1.4924,-14.03,-17.167,0.96757,-35.602,168.57,-914.18,1.7892
-0.86009,-0.90315,-14.258,-8.0486,10.003,-39.738,162.47,-915.26,1.8172
-0.20177,0.11759,-15.268,-1.5034,6.0697,-48.26,151.99,-916.98,1.8694
0.4559,0.73108,-15.866,-2.3542,-7.0514,-54.498,145.13,-918.04,1.903
-0.69111,-1.1719,-13.819,-14.502,5.4758,-35.986,167.59,-914.37,1.7915
-0.69111,-1.1719,-13.819,-14.502,5.4758,-35.986,167.59,-914.37,1.7915
-0.69111,-1.1719,-13.819,-14.502,5.4758,-35.986,167.59,-914.37,1.7915
-0.064509,-1.2796,-13.911,-16.971,-0.18771,-36.524,167.42,-914.36,1.7931
-0.064509,-1.2796,-13.911,-16.971,-0.18771,-36.524,167.42,-914.36,1.7931
-0.064509,-1.2796,-13.911,-16.971,-0.18771,-36.524,167.42,-914.36,1.7931
